timestamp,cairo_time,signal,symbol,price,rsi,macd,macd_trend,sentiment,sma5,sma20,reason
2025-08-13T18:58:28.155330,2025-08-13 21:58:28 EEST,HOLD,BTCUSDT,121642.75,50.94599253,30.556667,BEARISH,bullish,121579.586,121702.556,Strategy STRICT - Waiting for stronger signals
2025-08-13T19:01:57.570566,2025-08-13 22:01:57 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T19:13:35.075480,2025-08-13 22:13:35 EEST,HOLD,BTCUSDT,121907.56,58.26279377,64.058815,BULLISH,bullish,121760.914,121709.052,Strategy STRICT - Waiting for stronger signals
2025-08-13T19:17:02.508865,2025-08-13 22:17:02 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T19:28:42.539581,2025-08-13 22:28:42 EEST,HOLD,BTCUSDT,122400,66.78814521,168.123705,BULLISH,bullish,122152.332,121821.738,Strategy STRICT - Waiting for stronger signals
2025-08-13T19:32:08.597459,2025-08-13 22:32:08 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T19:43:49.449348,2025-08-13 22:43:49 EEST,HOLD,BTCUSDT,122382.41,63.43852118,200.810434,BULLISH,bullish,122376,121895.087,Strategy STRICT - Waiting for stronger signals
2025-08-13T19:47:13.547803,2025-08-13 22:47:13 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T19:58:57.043040,2025-08-13 22:58:57 EEST,HOLD,BTCUSDT,122746.75,69.86528128,267.209058,BULLISH,neutral,122526.236,122029.021,Strategy STRICT - Waiting for stronger signals
2025-08-13T20:02:19.273877,2025-08-13 23:02:19 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T20:14:05.180274,2025-08-13 23:14:05 EEST,HOLD,BTCUSDT,122749.14,64.37130903,280.439735,BULLISH,bullish,122698.38,122172.1695,Strategy STRICT - Waiting for stronger signals
2025-08-13T20:17:25.089518,2025-08-13 23:17:25 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T20:29:10.996866,2025-08-13 23:29:10 EEST,HOLD,BTCUSDT,122618.01,59.61039594,253.924434,BULLISH,bearish,122709.14,122339.4565,Strategy STRICT - Waiting for stronger signals
2025-08-13T20:32:30.764695,2025-08-13 23:32:30 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T20:44:20.190398,2025-08-13 23:44:20 EEST,HOLD,BTCUSDT,122755.4,62.48123449,240.55209,BEARISH,bearish,122687.57,122500.432,Strategy STRICT - Waiting for stronger signals
2025-08-13T20:47:36.588594,2025-08-13 23:47:36 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T20:59:26.759918,2025-08-13 23:59:26 EEST,HOLD,BTCUSDT,122904.01,64.42730981,250.315262,BULLISH,bullish,122874.242,122650.5145,Strategy STRICT - Waiting for stronger signals
2025-08-13T21:02:42.927018,2025-08-14 00:02:42 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T21:14:34.798393,2025-08-14 00:14:34 EEST,HOLD,BTCUSDT,122711.69,56.1715821,198.540981,BEARISH,neutral,122825.746,122700.435,Strategy STRICT - Waiting for stronger signals
2025-08-13T21:17:47.719057,2025-08-14 00:17:47 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T21:29:42.057507,2025-08-14 00:29:42 EEST,HOLD,BTCUSDT,122702.01,54.17098667,160.237735,BEARISH,bullish,122772.3,122759.6695,Strategy STRICT - Waiting for stronger signals
2025-08-13T21:32:53.269761,2025-08-14 00:32:53 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T21:44:48.821337,2025-08-14 00:44:48 EEST,HOLD,BTCUSDT,122525.94,47.53783215,102.881735,BEARISH,neutral,122683.948,122761.1935,Strategy STRICT - Waiting for stronger signals
2025-08-13T21:47:58.295776,2025-08-14 00:47:58 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T21:59:55.807503,2025-08-14 00:59:55 EEST,HOLD,BTCUSDT,122530.66,48.43189646,40.588934,BEARISH,neutral,122519.53,122714.4635,Strategy STRICT - Waiting for stronger signals
2025-08-13T22:03:03.976904,2025-08-14 01:03:03 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T22:15:03.302088,2025-08-14 01:15:03 EEST,HOLD,BTCUSDT,122970.86,61.31739077,100.202976,BULLISH,bullish,122849.92,122766.288,Strategy STRICT - Waiting for stronger signals
2025-08-13T22:18:08.989563,2025-08-14 01:18:08 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T22:30:11.610816,2025-08-14 01:30:11 EEST,HOLD,BTCUSDT,122941.92,59.97475476,109.125307,BULLISH,bullish,122944.818,122769.941,Strategy STRICT - Waiting for stronger signals
2025-08-13T22:33:14.534127,2025-08-14 01:33:14 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T22:45:19.151626,2025-08-14 01:45:19 EEST,HOLD,BTCUSDT,123453.71,71.08078545,187.998648,BULLISH,neutral,123184.298,122849.074,Strategy STRICT - Waiting for stronger signals
2025-08-13T22:48:19.398728,2025-08-14 01:48:19 EEST,HOLD,BTCUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T23:00:26.935700,2025-08-14 02:00:26 EEST,HOLD,ADAUSDT,0.9035,80.82653377,0.004912,BULLISH,bullish,0.90142,0.890345,Strategy STRICT - Waiting for stronger signals
2025-08-13T23:03:25.289529,2025-08-14 02:03:25 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T23:15:35.652434,2025-08-14 02:15:35 EEST,HOLD,ADAUSDT,0.9142,81.7456519,0.00792,BULLISH,bearish,0.91258,0.89519,Strategy STRICT - Waiting for stronger signals
2025-08-13T23:18:31.061469,2025-08-14 02:18:31 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T23:30:41.953252,2025-08-14 02:30:41 EEST,HOLD,ADAUSDT,0.9111,73.42346636,0.007643,BULLISH,bullish,0.91292,0.89943,Strategy STRICT - Waiting for stronger signals
2025-08-13T23:33:36.374763,2025-08-14 02:33:36 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-13T23:45:49.328186,2025-08-14 02:45:49 EEST,HOLD,ADAUSDT,0.9069,60.42977905,0.006411,BEARISH,bullish,0.91034,0.90294,Strategy STRICT - Waiting for stronger signals
2025-08-13T23:48:41.165900,2025-08-14 02:48:41 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T00:00:55.855242,2025-08-14 03:00:55 EEST,HOLD,ADAUSDT,0.9057,56.87206287,0.004629,BEARISH,bullish,0.90662,0.905795,Strategy STRICT - Waiting for stronger signals
2025-08-14T00:03:46.502602,2025-08-14 03:03:46 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T00:16:02.661238,2025-08-14 03:16:02 EEST,HOLD,ADAUSDT,0.93,77.57490493,0.008115,BULLISH,bearish,0.92162,0.912225,Strategy STRICT - Waiting for stronger signals
2025-08-14T00:18:52.854102,2025-08-14 03:18:52 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T00:31:09.148948,2025-08-14 03:31:09 EEST,HOLD,ADAUSDT,0.9266,71.6735766,0.008091,BULLISH,bearish,0.92662,0.915925,Strategy STRICT - Waiting for stronger signals
2025-08-14T00:33:58.179012,2025-08-14 03:33:58 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T00:46:17.386728,2025-08-14 03:46:17 EEST,HOLD,ADAUSDT,0.9249,64.42656668,0.007394,BEARISH,bullish,0.9256,0.918045,Strategy STRICT - Waiting for stronger signals
2025-08-14T00:49:03.091307,2025-08-14 03:49:03 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T01:01:23.394817,2025-08-14 04:01:23 EEST,HOLD,ADAUSDT,0.9331,65.23359478,0.008244,BULLISH,bullish,0.93112,0.92112,Strategy STRICT - Waiting for stronger signals
2025-08-14T01:04:09.394994,2025-08-14 04:04:09 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T01:16:33.624837,2025-08-14 04:16:33 EEST,HOLD,ADAUSDT,0.9232,54.34934402,0.005295,BEARISH,neutral,0.92568,0.92218,Strategy STRICT - Waiting for stronger signals
2025-08-14T01:19:15.777510,2025-08-14 04:19:15 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T01:31:40.666215,2025-08-14 04:31:40 EEST,HOLD,ADAUSDT,0.9329,61.73042745,0.005393,BEARISH,bullish,0.92734,0.925625,Strategy STRICT - Waiting for stronger signals
2025-08-14T01:34:21.271680,2025-08-14 04:34:21 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T01:46:47.858568,2025-08-14 04:46:47 EEST,HOLD,ADAUSDT,0.9509,70.09173461,0.009337,BULLISH,bullish,0.94564,0.931475,Strategy STRICT - Waiting for stronger signals
2025-08-14T01:49:26.135175,2025-08-14 04:49:26 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T02:01:54.319257,2025-08-14 05:01:54 EEST,HOLD,ADAUSDT,0.9515,65.97087973,0.01029,BULLISH,neutral,0.95276,0.935525,Strategy STRICT - Waiting for stronger signals
2025-08-14T02:04:31.896765,2025-08-14 05:04:31 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T02:17:02.151403,2025-08-14 05:17:02 EEST,HOLD,ADAUSDT,0.9558,67.53382382,0.010513,BULLISH,bullish,0.95508,0.94028,Strategy STRICT - Waiting for stronger signals
2025-08-14T02:19:36.898576,2025-08-14 05:19:36 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T02:32:09.047367,2025-08-14 05:32:09 EEST,HOLD,ADAUSDT,0.9569,66.70233115,0.009384,BEARISH,neutral,0.95424,0.94408,Strategy STRICT - Waiting for stronger signals
2025-08-14T02:34:42.562604,2025-08-14 05:34:42 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T02:47:16.646403,2025-08-14 05:47:16 EEST,HOLD,ADAUSDT,0.9697,72.09613961,0.011134,BULLISH,bullish,0.96466,0.95053,Strategy STRICT - Waiting for stronger signals
2025-08-14T02:49:47.417037,2025-08-14 05:49:47 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T03:02:22.444615,2025-08-14 06:02:22 EEST,HOLD,ADAUSDT,0.976,73.97719678,0.012255,BULLISH,bullish,0.9745,0.95831,Strategy STRICT - Waiting for stronger signals
2025-08-14T03:04:54.291184,2025-08-14 06:04:54 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T03:17:28.750688,2025-08-14 06:17:28 EEST,HOLD,ADAUSDT,0.9815,75.49026705,0.012216,BULLISH,neutral,0.97814,0.963865,Strategy STRICT - Waiting for stronger signals
2025-08-14T03:19:59.594728,2025-08-14 06:19:59 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T03:32:34.445654,2025-08-14 06:32:34 EEST,HOLD,ADAUSDT,0.9791,70.1237191,0.011347,BEARISH,bullish,0.97976,0.967915,Strategy STRICT - Waiting for stronger signals
2025-08-14T03:35:05.173204,2025-08-14 06:35:05 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T03:47:41.636672,2025-08-14 06:47:41 EEST,HOLD,SOLUSDT,208.67,73.21978469,1.379006,BULLISH,neutral,207.95,205.875,Strategy STRICT - Waiting for stronger signals
2025-08-14T03:50:10.057709,2025-08-14 06:50:10 EEST,HOLD,SOLUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T04:02:50.184758,2025-08-14 07:02:50 EEST,HOLD,SOLUSDT,208.04,64.6502022,1.230885,BEARISH,bullish,208.066,206.6545,Strategy STRICT - Waiting for stronger signals
2025-08-14T04:05:15.509126,2025-08-14 07:05:15 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T04:17:58.897817,2025-08-14 07:17:58 EEST,HOLD,ADAUSDT,0.9923,71.70028742,0.009401,BEARISH,bullish,0.98768,0.98063,Strategy STRICT - Waiting for stronger signals
2025-08-14T04:20:20.898338,2025-08-14 07:20:20 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T04:33:05.811037,2025-08-14 07:33:05 EEST,HOLD,ADAUSDT,0.9924,66.5720383,0.009598,BEARISH,neutral,0.9933,0.984055,Strategy STRICT - Waiting for stronger signals
2025-08-14T04:35:26.564421,2025-08-14 07:35:26 EEST,HOLD,ADAUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T04:48:13.088998,2025-08-14 07:48:13 EEST,HOLD,SOLUSDT,209.38,62.92351339,1.078623,BEARISH,bullish,209.04,208.2205,Strategy STRICT - Waiting for stronger signals
2025-08-14T04:50:32.172797,2025-08-14 07:50:32 EEST,HOLD,SOLUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T05:03:19.480800,2025-08-14 08:03:19 EEST,HOLD,SOLUSDT,208.7,57.21610094,0.816281,BEARISH,neutral,208.716,208.337,Strategy STRICT - Waiting for stronger signals
2025-08-14T05:05:38.698241,2025-08-14 08:05:38 EEST,HOLD,SOLUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T05:18:26.891060,2025-08-14 08:18:26 EEST,HOLD,SOLUSDT,209.11,57.42425029,0.721949,BEARISH,bearish,208.746,208.523,Strategy STRICT - Waiting for stronger signals
2025-08-14T05:20:43.630898,2025-08-14 08:20:43 EEST,HOLD,SOLUSDT,0,0,0,,,0,0,Too many consecutive losses: 3
2025-08-14T08:27:46.080741,2025-08-14 11:27:46 EEST,HOLD,ADAUSDT,0.9923,46.14707527,0.000126,BEARISH,bullish,0.99632,0.99988,"Strategy ADAPTIVE - Neutral conditions (Score: 40, Threshold: ±70)"
2025-08-14T08:27:53.926637,2025-08-14 11:27:53 EEST,HOLD,ADAUSDT,0.9929,46.69239819,0.000174,BEARISH,bearish,0.99644,0.99991,"Strategy ADAPTIVE - Neutral conditions (Score: 20, Threshold: ±70)"
2025-08-14T08:38:01.924983,2025-08-14 11:38:01 EEST,HOLD,ADAUSDT,0.9823,37.7976678,-0.001412,BEARISH,bearish,0.99124,0.99684,"Strategy ADAPTIVE - Neutral conditions (Score: 40, Threshold: ±70)"
2025-08-14T08:38:09.696903,2025-08-14 11:38:09 EEST,HOLD,ADAUSDT,0.9824,37.86766191,-0.001404,BEARISH,bearish,0.99126,0.996845,"Strategy ADAPTIVE - Neutral conditions (Score: 40, Threshold: ±70)"
2025-08-14T08:48:18.902698,2025-08-14 11:48:18 EEST,HOLD,ADAUSDT,0.986,42.83745848,-0.002535,BEARISH,bearish,0.98614,0.994475,"Strategy ADAPTIVE - Neutral conditions (Score: 20, Threshold: ±70)"
2025-08-14T08:48:26.104086,2025-08-14 11:48:26 EEST,HOLD,ADAUSDT,0.9866,43.4787105,-0.002487,BEARISH,neutral,0.98626,0.994505,"Strategy ADAPTIVE - Neutral conditions (Score: 30, Threshold: ±70)"
2025-08-14T08:58:34.885298,2025-08-14 11:58:34 EEST,HOLD,ADAUSDT,0.9852,42.54846753,-0.002686,BEARISH,neutral,0.98476,0.99288,"Strategy ADAPTIVE - Neutral conditions (Score: 30, Threshold: ±70)"
2025-08-14T08:58:42.296660,2025-08-14 11:58:42 EEST,HOLD,ADAUSDT,0.985,42.38158088,-0.002702,BEARISH,bearish,0.98472,0.99287,"Strategy ADAPTIVE - Neutral conditions (Score: 20, Threshold: ±70)"
2025-08-14T09:37:42.202469,2025-08-14 12:37:42 EEST,HOLD,ADAUSDT,0.9852,44.15268268,-0.002227,BEARISH,bearish,0.98718,0.989385,"Strategy ADAPTIVE - Neutral conditions (Score: 20, Threshold: ±70)"
2025-08-14T09:45:33.882877,2025-08-14 12:45:33 EEST,HOLD,ADAUSDT,0.9838,43.43673947,-0.002739,BEARISH,bearish,0.98388,0.9879,"Strategy ADAPTIVE - Neutral conditions (Score: 20, Threshold: ±70)"
2025-08-14T09:47:57.686105,2025-08-14 12:47:57 EEST,HOLD,ADAUSDT,0.9866,47.00768011,-0.002515,BEARISH,bearish,0.98444,0.98804,"Strategy ADAPTIVE - Neutral conditions (Score: 20, Threshold: ±70)"
2025-08-14T09:55:50.069929,2025-08-14 12:55:50 EEST,BUY,ADAUSDT,0.9949,55.85074776,-0.000941,BULLISH,neutral,0.98816,0.987715,"Strategy ADAPTIVE - Adaptive buy signal (Score: 70, Threshold: 70)"
2025-08-14T09:58:13.325398,2025-08-14 12:58:13 EEST,HOLD,ADAUSDT,0.9939,54.78231863,-0.00102,BULLISH,bearish,0.98796,0.987665,"Strategy ADAPTIVE - Neutral conditions (Score: 60, Threshold: ±70)"
2025-08-14T10:06:11.151568,2025-08-14 13:06:11 EEST,HOLD,ADAUSDT,0.9891,49.34962179,-0.000906,BULLISH,bearish,0.99052,0.987245,"Strategy ADAPTIVE - Neutral conditions (Score: 60, Threshold: ±70)"
2025-08-14T10:08:29.806736,2025-08-14 13:08:29 EEST,HOLD,ADAUSDT,0.9869,46.98638641,-0.001082,BULLISH,bearish,0.99008,0.987135,"Strategy ADAPTIVE - Neutral conditions (Score: 60, Threshold: ±70)"
2025-08-14T10:16:27.935978,2025-08-14 13:16:27 EEST,HOLD,ADAUSDT,0.9903,51.08800162,-0.000806,BULLISH,bearish,0.98924,0.987495,"Strategy ADAPTIVE - Neutral conditions (Score: 60, Threshold: ±70)"
2025-08-14T10:18:45.138903,2025-08-14 13:18:45 EEST,BUY,ADAUSDT,0.9918,52.71321835,-0.000686,BULLISH,neutral,0.98954,0.98757,"Strategy ADAPTIVE - Adaptive buy signal (Score: 70, Threshold: 70)"
2025-08-14T10:26:43.373902,2025-08-14 13:26:43 EEST,HOLD,ADAUSDT,0.9845,44.77573796,-0.000981,BULLISH,bearish,0.9878,0.987675,"Strategy ADAPTIVE - Neutral conditions (Score: 60, Threshold: ±70)"
2025-08-14T10:29:03.434716,2025-08-14 13:29:03 EEST,HOLD,ADAUSDT,0.9814,42.00512695,-0.001228,BEARISH,neutral,0.98718,0.98752,"Strategy ADAPTIVE - Neutral conditions (Score: 30, Threshold: ±70)"
2025-08-14T10:37:00.767553,2025-08-14 13:37:00 EEST,HOLD,ADAUSDT,0.9829,43.90232207,-0.001746,BEARISH,neutral,0.9853,0.98715,"Strategy ADAPTIVE - Neutral conditions (Score: 30, Threshold: ±70)"
2025-08-14T10:39:19.434356,2025-08-14 13:39:19 EEST,HOLD,ADAUSDT,0.9812,42.12830583,-0.001882,BEARISH,neutral,0.98496,0.987065,"Strategy ADAPTIVE - Neutral conditions (Score: 30, Threshold: ±70)"
2025-08-14T10:47:17.061603,2025-08-14 13:47:17 EEST,HOLD,ADAUSDT,0.9712,36.85355727,-0.004073,BEARISH,neutral,0.97612,0.98518,"Strategy ADAPTIVE - Neutral conditions (Score: 50, Threshold: ±70)"
2025-08-14T10:49:36.454179,2025-08-14 13:49:36 EEST,HOLD,ADAUSDT,0.9698,35.26511202,-0.004185,BEARISH,bearish,0.97584,0.98511,"Strategy ADAPTIVE - Neutral conditions (Score: 40, Threshold: ±70)"
2025-08-14T10:57:32.942503,2025-08-14 13:57:32 EEST,HOLD,ADAUSDT,0.9684,33.70088234,-0.00542,BEARISH,bearish,0.97006,0.982835,"Strategy ADAPTIVE - Neutral conditions (Score: 40, Threshold: ±70)"
2025-08-14T10:59:51.639152,2025-08-14 13:59:51 EEST,HOLD,ADAUSDT,0.9679,33.34621548,-0.00546,BEARISH,bearish,0.96996,0.98281,"Strategy ADAPTIVE - Neutral conditions (Score: 40, Threshold: ±70)"
2025-08-14T11:07:49.729719,2025-08-14 14:07:49 EEST,HOLD,BNBUSDT,859.98,44.64424957,-0.060387,BEARISH,bearish,859.9,864.1865,"Strategy ADAPTIVE - Neutral conditions (Score: 20, Threshold: ±70)"
2025-08-14T11:10:08.233482,2025-08-14 14:10:08 EEST,HOLD,BNBUSDT,861.16,47.25771106,-0.11107,BEARISH,neutral,860.03,864.036,"Strategy ADAPTIVE - Neutral conditions (Score: 30, Threshold: ±70)"
2025-08-14T11:18:06.679489,2025-08-14 14:18:06 EEST,HOLD,BNBUSDT,862.82,51.028334,0.032011,BEARISH,neutral,861.266,863.921,"Strategy ADAPTIVE - Neutral conditions (Score: 30, Threshold: ±70)"
2025-08-14T11:20:24.893969,2025-08-14 14:20:24 EEST,HOLD,BNBUSDT,862.98,51.3728504,0.082856,BEARISH,bearish,862.04,863.8175,"Strategy ADAPTIVE - Neutral conditions (Score: 20, Threshold: ±70)"
2025-08-14T11:37:49.489676,2025-08-14 14:37:49 EEST,HOLD,BNBUSDT,858.38,41.50545429,-0.555584,BEARISH,bearish,860.656,862.721,"Strategy ADAPTIVE - Neutral conditions (Score: 20, Threshold: ±70)"
2025-08-14T11:37:59.152624,2025-08-14 14:37:59 EEST,HOLD,BNBUSDT,858.67,42.06763169,-0.53245,BEARISH,bearish,860.714,862.7355,"Strategy ADAPTIVE - Neutral conditions (Score: 20, Threshold: ±70)"
2025-08-14T11:58:56.605089,2025-08-14 14:58:56 EEST,HOLD,BNBUSDT,862.74,53.08402809,-0.464044,BEARISH,neutral,860.404,862.203,"Strategy ADAPTIVE - Neutral conditions (Score: 30, Threshold: ±70)"
2025-08-14T11:59:03.861957,2025-08-14 14:59:03 EEST,HOLD,BNBUSDT,862.73,53.06082595,-0.464842,BEARISH,neutral,860.402,862.2025,"Strategy ADAPTIVE - Neutral conditions (Score: 30, Threshold: ±70)"
2025-08-14T12:35:26.571850,2025-08-14 15:35:26 EEST,HOLD,BTCUSDT,118026.66,14.98385057,-459.343666,BEARISH,bearish,119907.884,120640.512,"Strategy ADAPTIVE - Neutral conditions (Score: 40, Threshold: ±70)"
2025-08-14T12:35:39.791082,2025-08-14 15:35:39 EEST,HOLD,BTCUSDT,118217.69,15.71652174,-444.104806,BEARISH,neutral,119946.09,120650.0635,"Strategy ADAPTIVE - Neutral conditions (Score: 50, Threshold: ±70)"
2025-08-14T12:51:16.635352,2025-08-14 15:51:16 EEST,HOLD,XRPUSDT,3.128,35.63485839,-0.026062,BEARISH,neutral,3.10832,3.191475,"Strategy ADAPTIVE - Neutral conditions (Score: 60, Threshold: ±70)"
2025-08-14T12:51:27.527062,2025-08-14 15:51:27 EEST,HOLD,XRPUSDT,3.1267,35.25833382,-0.026166,BEARISH,bearish,3.10806,3.19141,"Strategy ADAPTIVE - Neutral conditions (Score: 48, Threshold: ±70)"
2025-08-14T12:57:02.820467,2025-08-14 15:57:02 EEST,BUY,XRPUSDT,3.0922,32.96542007,-0.01508,BULLISH,neutral,3.10944,3.11737,"Strategy ADAPTIVE - Adaptive buy signal (Score: 80, Threshold: 70)"
2025-08-14T12:57:14.548318,2025-08-14 15:57:14 EEST,HOLD,XRPUSDT,3.0885,31.9407468,-0.016093,BEARISH,neutral,3.10238,3.11646,"Strategy ADAPTIVE - Neutral conditions (Score: 50, Threshold: ±70)"
2025-08-14T13:02:59.894470,2025-08-14 16:02:59 EEST,HOLD,XRPUSDT,3.0889,35.51118238,-0.015947,BEARISH,bearish,3.09254,3.112555,"Strategy ADAPTIVE - Neutral conditions (Score: 40, Threshold: ±70)"
2025-08-14T13:03:00.817456,2025-08-14 16:03:00 EEST,HOLD,XRPUSDT,3.0864,33.9548936,-0.016146,BEARISH,bearish,3.09204,3.11243,"Strategy ADAPTIVE - Neutral conditions (Score: 40, Threshold: ±70)"
2025-08-14T13:08:48.636032,2025-08-14 16:08:48 EEST,HOLD,XRPUSDT,3.1009,48.21360957,-0.013151,BULLISH,neutral,3.0832,3.098405,"Strategy ADAPTIVE - Neutral conditions (Score: 60, Threshold: ±70)"
2025-08-14T13:08:50.327391,2025-08-14 16:08:50 EEST,HOLD,XRPUSDT,3.102,48.64911906,-0.013063,BULLISH,neutral,3.08342,3.09846,"Strategy ADAPTIVE - Neutral conditions (Score: 60, Threshold: ±70)"
2025-08-14T13:14:38.439339,2025-08-14 16:14:38 EEST,HOLD,XRPUSDT,3.1264,58.87666406,-0.000934,BULLISH,bearish,3.11726,3.097035,"Strategy ADAPTIVE - Neutral conditions (Score: 60, Threshold: ±70)"
2025-08-14T13:14:39.516422,2025-08-14 16:14:39 EEST,BUY,XRPUSDT,3.1263,58.83735143,-0.000942,BULLISH,bullish,3.11724,3.09703,"Strategy ADAPTIVE - Adaptive buy signal (Score: 80, Threshold: 70)"
2025-08-14T13:20:23.720448,2025-08-14 16:20:23 EEST,BUY,XRPUSDT,3.116,53.91184244,-2.50E-05,BULLISH,neutral,3.10814,3.10044,"Strategy ADAPTIVE - Adaptive buy signal (Score: 70, Threshold: 70)"
2025-08-14T13:20:33.868965,2025-08-14 16:20:33 EEST,HOLD,XRPUSDT,3.1142,53.02004277,-0.000169,BULLISH,bearish,3.10778,3.10035,"Strategy ADAPTIVE - Neutral conditions (Score: 60, Threshold: ±70)"
2025-08-14T13:26:15.226085,2025-08-14 16:26:15 EEST,HOLD,XRPUSDT,3.1007,46.44744869,-0.00205,BEARISH,bearish,3.10052,3.10766,"Strategy ADAPTIVE - Neutral conditions (Score: 20, Threshold: ±70)"
2025-08-14T13:26:28.410827,2025-08-14 16:26:28 EEST,HOLD,XRPUSDT,3.1029,47.67370791,-0.001875,BEARISH,bullish,3.10096,3.10777,"Strategy ADAPTIVE - Neutral conditions (Score: 40, Threshold: ±70)"
2025-08-14T13:57:03.216756,2025-08-14 16:57:03 EEST,HOLD,XRPUSDT,3.1117,43.4960048,-0.021042,BULLISH,bearish,3.1113,3.116975,"Strategy ADAPTIVE - Neutral conditions (Score: 50, Threshold: ±70)"
2025-08-14T13:57:21.869968,2025-08-14 16:57:21 EEST,HOLD,XRPUSDT,3.1144,44.06341889,-0.020827,BULLISH,neutral,3.11184,3.11711,"Strategy ADAPTIVE - Neutral conditions (Score: 60, Threshold: ±70)"
2025-08-14T14:12:44.121333,2025-08-14 17:12:44 EEST,HOLD,XRPUSDT,3.1023,41.42829445,-0.018801,BULLISH,bearish,3.1098,3.106135,"Strategy ADAPTIVE - Neutral conditions (Score: 60, Threshold: ±70)"
2025-08-14T14:13:05.323898,2025-08-14 17:13:05 EEST,HOLD,XRPUSDT,3.0993,40.73507719,-0.01904,BULLISH,bearish,3.1092,3.105985,"Strategy ADAPTIVE - Neutral conditions (Score: 60, Threshold: ±70)"
2025-08-14T14:28:23.017009,2025-08-14 17:28:23 EEST,BUY,XRPUSDT,3.1302,50.54418477,-0.012794,BULLISH,neutral,3.11308,3.107035,"Strategy ADAPTIVE - Adaptive buy signal (Score: 70, Threshold: 70)"
2025-08-14T14:28:43.824551,2025-08-14 17:28:43 EEST,BUY,XRPUSDT,3.1317,50.94963054,-0.012674,BULLISH,neutral,3.11338,3.10711,"Strategy ADAPTIVE - Adaptive buy signal (Score: 70, Threshold: 70)"
